time_iso8601,stars_cumulative
2024-02-29 00:00:00+00:00,1446
2024-03-01 00:00:00+00:00,1447
2024-03-03 00:00:00+00:00,1448
2024-03-10 00:00:00+00:00,1449
2024-03-11 00:00:00+00:00,1450
2024-03-12 00:00:00+00:00,1452
2024-03-13 00:00:00+00:00,1453
2024-04-05 00:00:00+00:00,1455
2024-04-07 00:00:00+00:00,1456
2024-04-12 00:00:00+00:00,1457
2024-04-14 00:00:00+00:00,1460
2024-04-15 00:00:00+00:00,1461
2024-04-18 00:00:00+00:00,1462
2024-04-20 00:00:00+00:00,1463
2024-04-24 00:00:00+00:00,1465
2024-04-25 00:00:00+00:00,1466
2024-04-26 00:00:00+00:00,1467
2024-04-30 00:00:00+00:00,1469
2024-05-06 00:00:00+00:00,1470
2024-05-07 00:00:00+00:00,1471
2024-05-08 00:00:00+00:00,1472
2024-05-17 00:00:00+00:00,1473
2024-05-29 00:00:00+00:00,1474
2024-05-31 00:00:00+00:00,1475
2024-06-03 00:00:00+00:00,1477
2024-06-04 00:00:00+00:00,1478
2024-06-11 00:00:00+00:00,1479
2024-06-20 00:00:00+00:00,1480
2024-06-21 00:00:00+00:00,1481
2024-06-26 00:00:00+00:00,1482
2024-06-28 00:00:00+00:00,1483
2024-07-03 00:00:00+00:00,1484
2024-07-09 00:00:00+00:00,1485
2024-07-11 00:00:00+00:00,1486
2024-07-12 00:00:00+00:00,1488
2024-07-15 00:00:00+00:00,1489
2024-07-16 00:00:00+00:00,1490
2024-07-19 00:00:00+00:00,1491
2024-07-23 00:00:00+00:00,1492
2024-07-24 00:00:00+00:00,1493
2024-07-28 00:00:00+00:00,1494
2024-08-06 00:00:00+00:00,1495
2024-08-07 00:00:00+00:00,1496
2024-08-14 00:00:00+00:00,1497
2024-08-28 00:00:00+00:00,1498
2024-09-04 00:00:00+00:00,1499
2024-09-05 00:00:00+00:00,1500
2024-09-10 00:00:00+00:00,1501
2024-09-11 00:00:00+00:00,1502
2024-09-16 00:00:00+00:00,1503
2024-09-19 00:00:00+00:00,1504
2024-09-20 00:00:00+00:00,1506
2024-10-01 00:00:00+00:00,1507
2024-10-23 00:00:00+00:00,1508
2024-10-24 00:00:00+00:00,1509
2024-10-25 00:00:00+00:00,1511
2024-11-02 00:00:00+00:00,1512
2024-11-03 00:00:00+00:00,1513
2024-11-04 00:00:00+00:00,1515
2024-11-07 00:00:00+00:00,1517
2024-11-08 00:00:00+00:00,1518
2024-11-10 00:00:00+00:00,1519
2024-11-17 00:00:00+00:00,1521
2024-11-19 00:00:00+00:00,1525
2024-11-23 00:00:00+00:00,1526
2024-11-24 00:00:00+00:00,1527
2024-11-29 00:00:00+00:00,1528
2024-11-30 00:00:00+00:00,1530
2024-12-01 00:00:00+00:00,1531
2024-12-06 00:00:00+00:00,1532
2024-12-07 00:00:00+00:00,1533
2024-12-10 00:00:00+00:00,1534
2024-12-11 00:00:00+00:00,1537
2024-12-12 00:00:00+00:00,1538
2024-12-13 00:00:00+00:00,1539
2024-12-18 00:00:00+00:00,1540
2024-12-19 00:00:00+00:00,1542
2025-01-04 00:00:00+00:00,1543
2025-01-10 00:00:00+00:00,1544
2025-01-11 00:00:00+00:00,1545
2025-01-14 00:00:00+00:00,1546
2025-01-17 00:00:00+00:00,1547
2025-01-20 00:00:00+00:00,1548
2025-01-22 00:00:00+00:00,1549
2025-01-23 00:00:00+00:00,1550
2025-02-04 00:00:00+00:00,1551
2025-02-13 00:00:00+00:00,1552
2025-02-17 00:00:00+00:00,1553
2025-02-18 00:00:00+00:00,1554
2025-02-19 00:00:00+00:00,1555
